16320	36848	2.95191666322377e-07
16320	37121	3.4941054381016035e-07
16320	39922	2.951916663223769e-07
36848	462	8.735263595254012e-07
36849	4962	1.0120857131052919e-06
36849	8402	1.951879589560206e-06
36850	33279	2.5302142827632297e-07
36850	661	4.3375101990226793e-07
36851	4658	5.783346932030239e-07
36851	23792	3.25313264926701e-07
4658	37541	3.25313264926701e-07
4658	37795	5.783346932030239e-07
4658	38041	3.25313264926701e-07
4658	40610	3.25313264926701e-07
4658	38643	5.783346932030239e-07
31277	36852	1.80729591625945e-07
36852	4497	2.8916734660151197e-07
36853	1010	7.229183665037799e-08
1010	39291	7.229183665037799e-08
36854	17753	7.229183665037799e-08
36854	33416	7.229183665037799e-08
36855	2747	1.4458367330075599e-07
36855	7020	1.0843775497556698e-07
2747	37164	1.0843775497556698e-07
36856	29690	3.6145918325188997e-08
36857	35807	7.229183665037799e-08
36857	14629	7.229183665037799e-08
36858	7704	8.675020398045359e-07
36858	13380	4.6989693822745694e-07
7704	37609	8.675020398045359e-07
7704	37802	8.675020398045359e-07
7704	38435	4.6989693822745694e-07
7704	39775	4.6989693822745694e-07
7704	39878	4.6989693822745694e-07
7704	40078	4.6989693822745694e-07
7704	40323	4.6989693822745694e-07
7704	38503	8.675020398045359e-07
36859	17882	1.4458367330075599e-07
36859	1390	2.1687550995113397e-07
36860	495	2.602506119413608e-06
495	36965	2.602506119413608e-06
495	37548	5.132720402176838e-06
495	37778	2.602506119413608e-06
495	37873	2.602506119413608e-06
495	38175	2.602506119413608e-06
495	38188	2.602506119413608e-06
495	38288	2.602506119413608e-06
495	38331	5.132720402176838e-06
495	38338	2.602506119413608e-06
495	38428	2.602506119413608e-06
495	38468	2.602506119413608e-06
495	38501	2.602506119413608e-06
495	38550	2.602506119413608e-06
495	38555	2.602506119413608e-06
495	38626	2.602506119413608e-06
495	38685	2.602506119413608e-06
495	38797	2.602506119413608e-06
495	38805	2.602506119413608e-06
495	38853	2.602506119413608e-06
495	39014	2.602506119413608e-06
495	39056	2.602506119413608e-06
495	39065	2.602506119413608e-06
495	39141	2.602506119413608e-06
495	39270	2.602506119413608e-06
495	39414	2.602506119413608e-06
495	39418	2.602506119413608e-06
495	39420	2.602506119413608e-06
495	39503	2.602506119413608e-06
495	39595	2.602506119413608e-06
495	39608	2.602506119413608e-06
495	39644	2.602506119413608e-06
495	39658	2.602506119413608e-06
495	39665	2.602506119413608e-06
495	39694	2.602506119413608e-06
495	39726	2.602506119413608e-06
495	39886	2.602506119413608e-06
495	39906	2.602506119413608e-06
495	39946	2.602506119413608e-06
495	39972	2.602506119413608e-06
495	40006	2.602506119413608e-06
495	40048	2.602506119413608e-06
495	40112	2.602506119413608e-06
495	40185	2.602506119413608e-06
495	40223	2.602506119413608e-06
495	40254	2.602506119413608e-06
495	40405	2.602506119413608e-06
495	40467	2.602506119413608e-06
495	40469	2.602506119413608e-06
495	40519	2.602506119413608e-06
495	40628	2.602506119413608e-06
495	40631	2.602506119413608e-06
495	40636	2.602506119413608e-06
495	40743	2.602506119413608e-06
495	40868	2.602506119413608e-06
495	40896	2.602506119413608e-06
495	38271	1.2289612230564258e-05
495	37054	5.132720402176838e-06
495	38826	5.132720402176838e-06
495	37392	5.132720402176838e-06
495	38724	7.590642848289689e-06
36861	25040	7.229183665037799e-08
36861	25041	7.229183665037799e-08
11251	36862	3.97605101577079e-07
11251	36864	3.97605101577079e-07
36862	462	1.0482316314304808e-06
36863	2258	1.0843775497556698e-07
2258	38458	1.0843775497556698e-07
2258	39252	1.0843775497556698e-07
36864	462	1.0482316314304808e-06
462	36874	2.0603173445357727e-06
462	37304	1.44583673300756e-06
462	38181	1.44583673300756e-06
462	38517	2.0603173445357727e-06
462	39476	7.590642848289689e-07
462	37121	1.506079930216208e-06
462	39099	1.44583673300756e-06
462	39922	8.73526359525401e-07
36865	466	5.060428565526459e-07
36865	35115	2.8916734660151197e-07
466	38246	6.50626529853402e-07
36866	702	2.768777343709477e-05
36866	35822	1.3880032636872574e-05
702	37427	2.768777343709477e-05
702	37570	1.3880032636872574e-05
702	37665	0.0006659523992232821
702	37775	2.072968415949589e-05
702	38873	1.3880032636872574e-05
702	38874	4.142322240066659e-05
702	37050	4.142322240066659e-05
702	38051	0.00020060984670479894
702	39189	2.072968415949589e-05
702	39543	0.000174801661020614
702	38905	2.768777343709477e-05
702	38581	2.768777343709477e-05
702	39345	0.001075196486501072
702	39709	4.142322240066659e-05
18711	36867	3.6145918325188997e-08
36868	2608	5.42188774877835e-07
2608	36877	1.0120857131052919e-06
36869	32589	7.229183665037799e-08
32589	37655	7.229183665037799e-08
29805	36870	2.5302142827632297e-07
36870	125	4.3375101990226793e-07
36871	33392	3.6145918325188997e-08
36872	9629	7.229183665037799e-08
36872	3062	7.229183665037799e-08
36873	3171	3.6145918325188997e-08
36874	3772	7.590642848289689e-07
36874	10078	7.590642848289689e-07
36875	15229	7.229183665037799e-08
15229	40246	7.229183665037799e-08
36876	30798	1.0843775497556698e-07
30798	38291	1.0843775497556698e-07
30798	39313	1.0843775497556698e-07
36877	36878	1.7350040796090717e-06
