24567	4290	3.636067990980806e-08
1984	24568	3.636067990980806e-08
24569	20407	1.818033995490403e-07
24569	14885	1.818033995490403e-07
24569	14886	1.818033995490403e-07
24569	21720	1.818033995490403e-07
24569	7880	1.818033995490403e-07
24570	3561	7.272135981961612e-08
24570	8400	7.272135981961612e-08
24571	5809	3.636067990980806e-08
16489	24572	7.272135981961612e-08
16489	28088	7.272135981961612e-08
24572	15981	7.272135981961612e-08
24573	2271	3.636067990980806e-08
24574	1214	6.181315584667369e-07
1214	25141	1.1635417571138579e-06
1214	25476	6.181315584667369e-07
1214	27279	6.181315584667369e-07
1214	28530	6.181315584667369e-07
1214	26463	1.1635417571138579e-06
1214	27330	2.945215072694453e-06
24575	24576	7.272135981961612e-08
24575	27839	8.726563178353934e-07
24575	4113	1.5998699160315546e-06
24576	4113	7.999349580157773e-07
24577	24578	3.636067990980806e-08
1999	24579	9.890104935467791e-06
1999	26349	5.090495187373128e-06
1999	26723	2.581608273596372e-06
24579	2015	1.21808277697857e-05
24580	1775	8.362956379255854e-07
1775	24651	8.362956379255854e-07
1775	24786	4.326920909267159e-06
1775	25400	8.362956379255854e-07
1775	25609	8.362956379255854e-07
1775	25630	8.362956379255854e-07
1775	25656	1.5998699160315546e-06
1775	26201	8.362956379255854e-07
1775	26395	2.2907228343179075e-06
1775	25208	1.5998699160315546e-06
1775	28469	1.1635417571138579e-06
1775	28506	1.1635417571138579e-06
24581	7572	1.272623796843282e-06
24581	495	2.4725262338669478e-06
24582	2745	1.854394675400211e-05
24582	428	2.4579819619030248e-05
2745	26686	1.2435352529154355e-05
2312	24583	2.1816407945884835e-07
2312	25457	1.4544271963923223e-07
2312	27600	1.4544271963923223e-07
24583	25471	1.4544271963923223e-07
24584	466	1.7453126356707868e-06
24584	8867	6.544922383765451e-07
24584	7300	6.544922383765451e-07
466	24937	1.2362631169334739e-06
466	28098	6.544922383765451e-07
466	28121	2.545247593686564e-06
466	25424	2.545247593686564e-06
466	24875	1.2362631169334739e-06
24585	24586	7.999349580157773e-07
24585	14692	4.363281589176967e-07
24586	3138	4.363281589176967e-07
24586	3102	4.363281589176967e-07
24586	20435	4.363281589176967e-07
24586	7706	1.5271485562119384e-06
24586	18416	4.363281589176967e-07
24587	7037	3.636067990980806e-08
24588	11981	3.636067990980806e-08
23118	24589	3.9996747900788864e-07
23118	26900	7.272135981961612e-07
4843	24590	7.272135981961612e-08
24590	13111	7.272135981961612e-08
24591	10357	2.9088543927846447e-07
24591	4128	1.818033995490403e-07
10357	25960	1.818033995490403e-07
10357	24779	2.9088543927846447e-07
14742	24592	3.636067990980806e-08
24593	12336	3.636067990980806e-08
24594	14521	7.272135981961612e-08
24594	16364	7.272135981961612e-08
24595	4841	1.5271485562119384e-06
24595	25880	7.999349580157773e-07
4841	26042	7.999349580157773e-07
4841	27628	7.999349580157773e-07
4841	27908	7.999349580157773e-07
4841	28175	7.999349580157773e-07
4841	27904	4.0723961498985026e-06
24596	2533	3.636067990980806e-08
24597	9158	1.0908203972942418e-07
9158	27823	1.4544271963923223e-07
24598	24599	3.636067990980806e-08
2905	24600	1.4544271963923223e-07
24600	5017	1.4544271963923223e-07
24600	2892	1.4544271963923223e-07
24600	14322	1.4544271963923223e-07
24601	335	1.0180990374746256e-06
335	24757	1.0180990374746256e-06
335	25364	1.0180990374746256e-06
335	25467	1.0180990374746256e-06
335	25714	1.0180990374746256e-06
335	26420	1.0180990374746256e-06
335	26533	1.0180990374746256e-06
335	28141	1.0180990374746256e-06
335	28192	1.9634767151296353e-06
335	27135	1.9634767151296353e-06
335	28065	1.9634767151296353e-06
335	26069	5.017773827553512e-06
335	26023	2.8361330329650287e-06
335	27024	2.8361330329650287e-06
335	25882	1.9634767151296353e-06
24602	19811	3.636067990980806e-08
20462	24603	3.636067990980806e-08
24604	6765	3.636067990980806e-08
24605	5466	4.363281589176967e-07
24605	5821	2.1816407945884835e-07
24605	8	2.1816407945884835e-07
5466	27117	4.363281589176967e-07
211	24606	5.417741306561401e-06
211	24635	5.417741306561401e-06
211	24720	1.0762761253303185e-05
211	24792	5.417741306561401e-06
211	24817	5.417741306561401e-06
211	24891	2.944609061362624e-05
211	25091	5.417741306561401e-06
211	25183	5.417741306561401e-06
211	25536	5.417741306561401e-06
211	25713	1.0762761253303185e-05
211	25926	5.417741306561401e-06
211	26090	5.417741306561401e-06
211	26105	1.0762761253303185e-05
211	26272	5.417741306561401e-06
211	26417	5.417741306561401e-06
211	26904	0.00010111905082917621
211	26975	1.0762761253303185e-05
211	26996	5.417741306561401e-06
211	27248	5.417741306561401e-06
211	27261	5.417741306561401e-06
211	27371	1.0762761253303185e-05
211	27498	0.00010810030137185936
211	27610	8.035710260067581e-06
211	27849	5.417741306561401e-06
211	27978	5.417741306561401e-06
211	28226	5.417741306561401e-06
211	28350	8.035710260067581e-06
211	28536	5.417741306561401e-06
211	28639	5.417741306561401e-06
211	26843	1.0762761253303185e-05
211	24993	8.035710260067581e-06
211	24774	1.9586286244749934e-05
211	25244	8.035710260067581e-06
211	27519	1.4804856836610153e-05
211	24619	1.4804856836610147e-05
211	28539	1.4804856836610159e-05
211	28286	1.0762761253303185e-05
211	25408	1.9586286244749934e-05
24607	24608	3.636067990980806e-08
24609	12603	3.636067990980806e-07
24609	12042	2.1816407945884835e-07
12603	24919	2.1816407945884835e-07
12603	25370	2.3634441941375238e-07
12603	28048	2.3634441941375238e-07
365	24610	3.636067990980806e-08
24611	24612	1.4544271963923223e-07
24612	26161	1.4544271963923223e-07
24612	21908	1.4544271963923223e-07
24612	1238	1.4544271963923223e-07
24613	10944	2.1816407945884835e-07
10944	25003	2.1816407945884835e-07
10944	25684	3.636067990980806e-07
10944	27818	3.636067990980806e-07
24614	1836	7.272135981961612e-08
1836	27765	7.272135981961612e-08
24615	3057	1.818033995490403e-07
24615	20478	1.818033995490403e-07
24615	12601	3.2724611918827253e-07
24616	13900	1.4544271963923223e-07
24616	24953	2.1816407945884835e-07
24616	3992	1.4544271963923223e-07
24617	24618	7.272135981961612e-08
24618	4413	7.272135981961612e-08
24619	135	1.0587017967072441e-05
135	25408	1.1150608505674466e-05
135	26897	6.9509499760916285e-06
135	27519	1.0587017967072443e-05
135	27620	5.417741306561401e-06
135	28539	1.0587017967072448e-05
135	27154	1.0762761253303185e-05
135	28385	3.1415627442074164e-05
135	24774	1.1150608505674463e-05
24620	284	3.636067990980806e-08
24621	4824	1.272623796843282e-07
24621	7664	1.4544271963923223e-07
24621	6283	1.272623796843282e-07
4824	26307	9.090169977452015e-08
14008	24622	7.272135981961612e-08
24622	15102	7.272135981961612e-08
24623	24624	3.636067990980806e-08
24625	24626	1.0908203972942418e-07
24626	704	1.0908203972942418e-07
24626	17019	1.0908203972942418e-07
24627	18297	3.636067990980806e-08
24628	1538	7.272135981961612e-08
24628	814	7.272135981961612e-08
24629	1353	3.636067990980806e-08
24630	8057	1.6035059840225353e-05
24630	17931	2.1234637067327907e-05
24630	2419	0.00010460967610051779
24630	11493	0.00010635498873618858
8057	25905	1.0762761253303185e-05
1648	24631	3.636067990980806e-08
24632	24633	1.4544271963923223e-07
24633	18887	2.1816407945884835e-07
24634	24269	3.636067990980806e-08
24636	24637	7.853906860518541e-06
24636	28130	4.0723961498985026e-06
24636	12847	2.0725587548590595e-06
24637	2496	9.635580176099136e-06
24638	14405	3.636067990980806e-08
24639	16319	1.0908203972942418e-07
16319	26853	1.4544271963923223e-07
15967	24640	1.0908203972942418e-07
24640	11544	1.0908203972942418e-07
24640	9587	1.0908203972942418e-07
16545	24641	1.818033995490403e-07
24641	9168	1.818033995490403e-07
24641	16822	1.818033995490403e-07
24641	6569	2.9088543927846447e-07
2770	24642	3.636067990980806e-08
24643	18265	7.272135981961612e-08
24643	17070	7.272135981961612e-08
24644	24645	7.272135981961612e-08
24644	3639	7.272135981961612e-08
21388	24646	2.1816407945884835e-07
24646	4833	3.636067990980806e-07
8116	24647	2.545247593686564e-07
8116	25474	2.545247593686564e-07
8116	27071	5.454101986471209e-07
24648	4658	3.636067990980806e-07
24648	436	2.1816407945884835e-07
4658	25895	3.636067990980806e-07
4658	26696	2.1816407945884835e-07
4658	27175	2.1816407945884835e-07
24649	6773	3.636067990980806e-08
1972	24650	8.181152979706813e-07
1972	26706	8.181152979706813e-07
24650	731	2.308903174272812e-06
24652	311	5.090495187373128e-07
311	25549	1.9634767151296353e-06
311	25643	5.090495187373128e-07
311	25678	5.090495187373128e-07
311	25850	5.090495187373128e-07
311	27548	9.453776776550095e-07
311	26521	9.453776776550095e-07
24653	24654	1.0908203972942418e-07
24653	25145	1.4544271963923223e-07
24655	5356	7.272135981961612e-08
24655	10662	7.272135981961612e-08
24656	10017	1.0908203972942418e-07
24656	27084	1.4544271963923223e-07
4209	24657	1.0180990374746256e-06
4209	26954	7.272135981961612e-08
4209	26069	1.890755355310019e-06
24658	5438	7.272135981961612e-08
5438	26206	7.272135981961612e-08
18753	24659	7.272135981961612e-08
24659	8189	7.272135981961612e-08
24660	9252	7.272135981961612e-08
24660	9253	7.272135981961612e-08
24661	14801	1.0908203972942418e-07
14801	24990	1.0908203972942418e-07
14801	28103	1.0908203972942418e-07
24662	13532	3.636067990980806e-08
24663	23042	1.272623796843282e-06
24663	495	2.4725262338669478e-06
24664	3503	1.0544597173844336e-06
3503	25336	2.0361980749492513e-06
3503	25892	1.0544597173844336e-06
3503	26914	1.0544597173844336e-06
3503	27164	1.0544597173844336e-06
3503	27750	1.0544597173844336e-06
3503	27766	1.0544597173844336e-06
3503	26539	6.872168502953723e-06
6608	24665	1.4544271963923223e-07
6608	25007	2.1816407945884835e-07
2639	24666	1.0908203972942418e-07
2639	26794	1.0908203972942418e-07
2639	27358	1.0908203972942418e-07
1448	24667	7.272135981961612e-08
24667	8475	7.272135981961612e-08
24668	24669	2.545247593686564e-07
24669	26076	4.363281589176967e-07
24670	836	3.636067990980806e-08
4338	24671	3.636067990980806e-08
24672	18464	3.636067990980806e-08
6205	24673	3.636067990980806e-08
24674	9575	7.272135981961612e-08
24674	6242	7.272135981961612e-08
17559	24675	3.636067990980806e-08
24676	21743	3.636067990980806e-08
