28660	28661	3.566484405047631e-08
17987	28662	7.132968810095263e-08
28662	28871	7.132968810095263e-08
24816	28663	3.566484405047631e-08
28664	4613	3.566484405047631e-08
28665	8408	3.566484405047631e-08
28666	10930	1.0699453215142893e-07
28666	26644	1.4265937620190525e-07
28667	16647	3.566484405047631e-08
5672	28668	1.7891863431988972e-06
5672	30353	2.6748633037857234e-06
5672	31776	1.7891863431988976e-06
5672	31684	1.8783484533250883e-06
28668	731	4.214395738631278e-06
28669	631	1.0699453215142893e-07
631	30794	1.4265937620190525e-07
14897	28670	1.0699453215142893e-07
28670	12704	1.4265937620190525e-07
28671	1053	6.09868833263145e-06
1053	28904	0.00023378305275087224
1053	31548	6.09868833263145e-06
1053	31597	1.2126046977161946e-05
1053	31761	0.00024951124897713226
1053	32131	2.3966775201920082e-05
16121	28672	1.7832422025238157e-07
28672	32461	1.7832422025238157e-07
28672	22229	3.209835964542868e-07
28673	28674	2.639198459735247e-06
28673	1775	3.851803157451442e-06
28674	17239	1.3552640739180998e-06
28675	12935	3.566484405047631e-08
28676	1165	1.2839343858171473e-06
28676	22038	6.776320369590499e-07
1165	28760	1.2839343858171473e-06
1165	28878	1.2839343858171473e-06
1165	29022	1.2839343858171473e-06
1165	29503	1.818907046574292e-06
1165	30001	6.776320369590499e-07
1165	30234	6.776320369590499e-07
1165	29470	2.282550019230484e-06
1165	29906	1.2839343858171473e-06
28677	5518	7.132968810095263e-08
28677	1788	7.132968810095263e-08
14519	28678	1.4265937620190525e-07
28678	2440	2.1398906430285787e-07
28679	17784	1.4265937620190525e-07
28679	14251	2.1398906430285787e-07
28680	12039	4.6364297265619205e-07
28680	1441	8.559562572114315e-07
28681	18887	3.566484405047631e-08
28555	28682	3.566484405047631e-08
28683	11029	7.132968810095263e-08
28683	3289	7.132968810095263e-08
28684	2989	2.1398906430285787e-07
28684	11045	1.4265937620190525e-07
2989	28972	1.4265937620190525e-07
2989	31166	1.4265937620190525e-07
428	28685	3.7448086253000127e-06
428	28845	1.102043681159718e-05
428	28895	3.7448086253000127e-06
428	29012	3.7448086253000127e-06
428	29174	1.102043681159718e-05
428	29504	3.7448086253000127e-06
428	29594	3.7448086253000127e-06
428	29622	7.418287562499073e-06
428	29904	7.418287562499073e-06
428	30337	7.418287562499073e-06
428	30681	3.7448086253000127e-06
428	31027	3.7448086253000127e-06
428	31139	3.7448086253000127e-06
428	31173	7.418287562499073e-06
428	31609	3.7448086253000127e-06
428	31809	3.7448086253000127e-06
428	31840	3.7448086253000127e-06
428	31992	3.7448086253000127e-06
428	32378	3.7448086253000127e-06
428	32460	3.7448086253000127e-06
428	32542	3.7448086253000127e-06
428	28956	1.4551256372594336e-05
428	31709	7.418287562499073e-06
428	29433	7.418287562499073e-06
428	31945	7.418287562499073e-06
428	30382	7.418287562499073e-06
428	30012	9.31922375038946e-05
428	32438	4.8682512128900166e-05
428	29475	7.418287562499073e-06
428	31780	7.418287562499073e-06
428	31888	7.418287562499073e-06
428	31502	7.418287562499073e-06
428	30871	7.418287562499073e-06
28686	1264	1.4265937620190525e-07
1264	30537	1.4265937620190525e-07
1264	30930	1.4265937620190525e-07
1264	32435	1.4265937620190525e-07
28687	4025	3.566484405047631e-08
28688	4636	5.70637504807621e-07
28688	3242	3.209835964542868e-07
4636	29029	5.70637504807621e-07
4636	30641	7.489617250600026e-07
4636	32733	5.70637504807621e-07
28689	24780	3.566484405047631e-08
28690	28691	3.566484405047631e-08
28692	12695	3.566484405047631e-08
1164	28693	7.132968810095263e-08
1164	30310	7.132968810095263e-08
28694	28695	1.7832422025238157e-07
28695	18267	2.853187524038105e-07
16609	28696	3.566484405047631e-08
21379	28697	3.566484405047631e-08
6122	28698	6.09868833263145e-06
6122	31251	2.8730375572410585e-05
6122	31761	0.0002509021778951009
6122	31817	1.2126046977161946e-05
6122	32023	0.00011608013419002865
6122	30026	1.808207593359149e-05
6122	29878	0.00011608013419002868
28699	7457	2.496539083533342e-07
7457	29877	2.496539083533342e-07
7457	30034	2.496539083533342e-07
7457	30957	2.496539083533342e-07
7457	32525	4.2797812860571573e-07
7457	32739	2.496539083533342e-07
15617	28700	3.566484405047631e-08
28701	795	6.419671929085737e-07
28701	4601	4.993078167066684e-07
795	29133	7.132968810095263e-07
795	31372	9.629507893628605e-07
795	32090	3.9231328455523947e-07
795	29850	6.419671929085737e-07
28702	4352	7.132968810095263e-08
28702	4086	7.132968810095263e-08
7198	28703	8.321796945111138e-08
7198	28950	8.321796945111138e-08
7198	30586	8.321796945111138e-08
28703	3488	8.321796945111141e-08
26000	28704	1.0699453215142893e-07
